model,scene,orig,new,shift,pred,miss,away_pred,feat_dist,null_feat_dist
cover_s23,1636,0,1,0.2736,1,False,0,30.1061,28.7725
cover_s23,1059,1,2,0.2485,2,False,1,29.4493,20.8016
cover_s23,491,1,2,0.2135,2,False,1,24.9128,18.9316
cover_s23,2788,0,1,0.2173,1,False,0,35.4404,22.3046
cover_s23,3997,1,2,0.0527,2,False,1,10.1419,6.9094
cover_s23,2178,1,2,0.3229,2,False,1,36.9991,31.2588
cover_s23,5809,1,0,-0.1367,0,False,1,18.2567,22.476
cover_s23,2980,1,0,-0.1804,0,False,1,23.3554,19.4779
cover_s23,1760,1,2,0.3009,2,False,1,25.0261,25.7241
cover_s23,2606,2,1,-0.2566,2,True,2,33.4824,31.6081
cover_s23,5561,0,1,0.0817,1,False,0,9.9642,12.4009
cover_s23,5998,0,1,0.063,1,False,0,13.2282,12.7402
cover_s23,2655,0,1,0.1185,1,False,0,13.378,13.7731
cover_s23,3420,0,1,0.125,1,False,0,18.2064,13.741
cover_s23,5757,1,0,-0.1408,0,False,1,17.9872,15.453
cover_s23,3120,1,2,0.0521,2,False,1,9.3055,12.1474
cover_s23,5817,1,0,-0.1535,0,False,1,22.9896,19.9875
cover_s23,5309,2,1,-0.0939,2,True,2,6.4034,10.8148
cover_s23,2526,1,2,0.3566,2,False,1,32.1758,
cover_s23,4875,1,0,-0.2033,0,False,1,26.3057,30.8308
cover_s23,2172,1,2,0.2089,2,False,1,26.7394,29.4164
cover_s23,5707,0,1,0.361,1,False,0,47.5929,39.3116
cover_s23,4061,1,0,-0.0605,0,False,1,7.7695,6.2675
cover_s23,5629,1,2,0.2303,2,False,1,31.0186,17.7504
cover_s23,589,1,0,-0.3275,0,False,1,36.3333,36.4116
cover_s23,1248,1,2,0.2882,2,False,1,30.7621,26.3613
cover_s23,3527,1,0,-0.1293,0,False,1,16.9497,17.0987
cover_s23,5999,0,1,0.062,1,False,0,11.5383,12.994
cover_s23,1915,1,0,-0.3585,0,False,1,39.1802,
cover_s23,5647,1,2,0.2114,2,False,1,30.7226,18.1304
