model,scene,orig,new,shift,pred,miss,away_pred,feat_dist,null_feat_dist
raw_single_channel_phase_gat_team_mean_seed11,3894,1,0,-0.2564,0,False,1,29.7576,26.2068
raw_single_channel_phase_gat_team_mean_seed11,2479,0,1,0.1135,1,False,0,14.967,13.5811
raw_single_channel_phase_gat_team_mean_seed11,1277,1,2,0.1787,2,False,1,23.8718,19.7456
raw_single_channel_phase_gat_team_mean_seed11,1824,1,0,-0.3899,0,False,1,39.8909,
raw_single_channel_phase_gat_team_mean_seed11,869,1,0,-0.3639,0,False,1,37.7841,
raw_single_channel_phase_gat_team_mean_seed11,5261,0,1,0.2595,1,False,0,32.0263,19.8936
raw_single_channel_phase_gat_team_mean_seed11,1364,0,1,0.3267,1,False,0,43.7923,25.9313
raw_single_channel_phase_gat_team_mean_seed11,3753,2,1,-0.0643,1,False,1,6.8333,10.9021
raw_single_channel_phase_gat_team_mean_seed11,2815,0,1,0.2795,1,False,0,44.4681,24.3092
raw_single_channel_phase_gat_team_mean_seed11,4798,2,1,-0.313,1,False,2,45.6617,26.4966
raw_single_channel_phase_gat_team_mean_seed11,983,1,0,-0.2648,0,False,1,32.3302,23.7003
raw_single_channel_phase_gat_team_mean_seed11,3563,1,0,-0.1943,0,False,1,23.4846,25.4984
raw_single_channel_phase_gat_team_mean_seed11,5540,1,0,-0.2399,0,False,1,22.5723,21.6018
raw_single_channel_phase_gat_team_mean_seed11,4780,2,1,-0.1493,1,False,2,20.515,18.2645
raw_single_channel_phase_gat_team_mean_seed11,4860,1,0,-0.1982,0,False,1,21.1929,21.4208
raw_single_channel_phase_gat_team_mean_seed11,1378,1,0,-0.3471,0,False,1,49.4784,35.1462
raw_single_channel_phase_gat_team_mean_seed11,481,1,2,0.1806,1,True,1,25.5152,18.9992
raw_single_channel_phase_gat_team_mean_seed11,5795,1,2,0.3082,2,False,1,26.6554,21.2632
raw_single_channel_phase_gat_team_mean_seed11,4489,1,2,0.1913,1,True,1,19.9148,13.9305
raw_single_channel_phase_gat_team_mean_seed11,725,0,1,0.2804,1,False,0,34.6346,27.1962
raw_single_channel_phase_gat_team_mean_seed11,1691,2,1,-0.1711,1,False,2,21.1785,17.6418
raw_single_channel_phase_gat_team_mean_seed11,5397,1,0,-0.3548,0,False,1,40.6546,28.7623
raw_single_channel_phase_gat_team_mean_seed11,5583,1,2,0.206,2,False,1,29.7868,17.5343
raw_single_channel_phase_gat_team_mean_seed11,485,1,2,0.2131,2,False,1,19.7762,22.6682
raw_single_channel_phase_gat_team_mean_seed11,819,1,0,-0.3107,0,False,1,34.1186,28.1903
raw_single_channel_phase_gat_team_mean_seed11,3416,0,1,0.1259,1,False,0,15.4623,12.2306
raw_single_channel_phase_gat_team_mean_seed11,5881,1,0,-0.3583,0,False,1,40.3152,34.4158
raw_single_channel_phase_gat_team_mean_seed11,5316,1,2,0.1188,2,False,1,16.0615,11.5219
raw_single_channel_phase_gat_team_mean_seed11,4839,1,0,-0.2679,0,False,1,39.5521,33.9675
raw_single_channel_phase_gat_team_mean_seed11,715,0,1,0.1437,1,False,0,22.8085,18.1377
raw_single_channel_phase_gat_team_mean_seed11,3068,1,2,0.3199,2,False,1,39.3452,31.9515
raw_single_channel_phase_gat_team_mean_seed11,3006,1,2,0.2744,1,True,1,38.4546,27.544
raw_single_channel_phase_gat_team_mean_seed11,5105,2,1,-0.3773,1,False,2,38.8617,28.6732
raw_single_channel_phase_gat_team_mean_seed11,989,1,0,-0.2333,0,False,1,27.6134,22.4946
raw_single_channel_phase_gat_team_mean_seed11,621,1,2,0.1663,2,False,1,20.016,19.8016
