scene,orig,fam,input_norm,feat_dist,null_feat_dist,oracle,pred,margin,model_miss
3,0,random,0.32,2.6601,0.9566,1,0,0.0459,True
4,1,random,0.32,6.9895,0.2336,0,0,0.081,False
6,1,single,0.16,0.3536,0.2315,0,0,0.0372,False
8,1,random,0.2,0.8922,0.377,0,1,0.1548,True
9,1,random,0.32,0.6713,0.3726,0,1,0.0641,True
10,1,single,0.1,0.4654,0.3045,0,0,0.0363,False
11,1,single,0.1,0.256,0.1468,0,1,0.0497,True
14,1,single,0.16,0.2458,0.3114,0,1,0.0513,True
15,0,random,0.06,0.1764,0.1005,1,1,0.0427,False
16,0,random,0.2,0.9232,0.2291,1,1,0.0975,False
18,1,random,0.32,5.3915,0.2796,0,1,0.1549,True
21,1,random,0.32,5.4811,0.3308,0,1,0.0699,True
22,1,random,0.2,0.4701,0.4241,0,0,0.0389,False
26,0,random,0.32,0.6996,0.306,1,1,0.1499,False
28,1,random,0.2,1.3653,0.2399,0,1,0.0653,True
29,1,random,0.32,0.9448,0.4284,0,0,0.1491,False
34,0,single,0.16,0.2917,0.1946,1,1,0.0514,False
35,0,random,0.32,0.7597,0.3497,1,1,0.042,False
38,1,random,0.32,4.4097,nan,0,1,0.0446,True
40,1,single,0.16,2.2038,0.2728,0,1,0.0473,True
41,0,single,0.16,0.8267,0.1678,1,1,0.0548,False
42,1,random,0.32,3.2798,0.1959,0,1,0.0346,True
44,0,random,0.32,6.0962,0.3511,1,1,0.1683,False
46,1,random,0.2,1.2406,0.3277,0,0,0.0402,False
49,0,random,0.12,0.3189,0.2101,1,0,0.0409,True
50,1,random,0.12,0.2593,0.1314,0,1,0.0417,True
54,0,random,0.32,8.5355,0.5209,1,0,0.0377,True
55,1,single,0.1,0.1772,0.2199,0,1,0.0318,True
59,0,single,0.1,0.1168,0.0813,1,1,0.0322,False
62,1,random,0.32,1.2993,0.446,0,0,0.1016,False
63,1,random,0.2,0.3947,0.2087,0,1,0.0601,True
64,0,single,0.16,2.7372,0.1936,1,1,0.0395,False
65,1,single,0.16,2.661,0.1674,0,1,0.0443,True
66,1,single,0.16,0.4318,0.2263,0,1,0.0304,True
72,1,random,0.32,2.6244,0.2958,0,1,0.0664,True
74,1,random,0.2,1.1457,0.231,0,0,0.0473,False
76,1,random,0.32,2.6544,0.3296,0,1,0.054,True
77,1,random,0.32,0.5353,0.4033,0,1,0.0425,True
80,1,random,0.32,8.063,0.181,0,1,0.0454,True
82,1,single,0.16,2.0302,0.223,0,1,0.0497,True
83,1,random,0.32,1.6005,0.4536,0,0,0.0676,False
