scene,orig,fam,input_norm,feat_dist,null_feat_dist,oracle,pred,margin,model_miss
5,1,random,0.32,0.7901,0.217,0,1,0.0356,True
6,1,random,0.12,0.1756,0.1047,0,1,0.0325,True
8,1,pair,0.1,0.4416,0.1104,0,1,0.0336,True
10,1,random,0.32,1.225,1.0427,0,0,0.0683,False
11,1,single,0.16,0.2342,0.2337,0,0,0.0465,False
14,1,random,0.12,0.2071,0.0832,0,1,0.0552,True
16,1,random,0.2,0.8732,0.1469,0,0,0.1233,False
17,1,random,0.2,0.8906,0.2207,0,1,0.0308,True
18,1,random,0.32,0.8661,0.2663,0,1,0.0896,True
22,1,random,0.32,4.3578,0.5001,0,1,0.06,True
23,1,random,0.32,0.5518,0.6841,0,0,0.0342,False
24,1,random,0.32,0.4381,0.5995,0,1,0.0579,True
26,1,random,0.32,1.6774,1.0861,0,1,0.0404,True
33,1,single,0.16,0.2707,0.1096,0,0,0.0321,False
35,1,single,0.16,0.2383,0.183,0,1,0.0756,True
37,0,random,0.32,7.1819,0.4696,1,0,0.0381,True
40,1,random,0.12,0.3063,0.1982,0,1,0.0659,True
46,1,random,0.12,0.1491,0.1517,0,1,0.0496,True
47,1,single,0.16,0.202,0.1613,0,1,0.0475,True
49,1,pair,0.16,0.4625,0.201,0,1,0.0334,True
50,1,random,0.32,1.494,0.4465,0,0,0.0367,False
52,1,random,0.32,9.5226,0.4134,0,0,0.1218,False
53,1,random,0.32,0.6852,0.3783,0,1,0.036,True
54,1,random,0.32,3.4301,0.2964,0,1,0.0564,True
56,1,random,0.32,0.664,0.2591,0,1,0.0724,True
57,1,pair,0.1,0.2703,0.1387,0,1,0.035,True
58,0,random,0.2,0.8274,0.2517,1,1,0.0674,False
61,0,random,0.32,3.2684,0.5175,1,0,0.0587,True
62,1,random,0.32,0.2806,0.4387,0,0,0.0484,False
64,1,random,0.32,1.079,0.3526,0,1,0.071,True
69,0,random,0.32,7.1429,2.9453,1,1,0.0523,False
70,1,random,0.32,0.7212,0.3663,0,1,0.0561,True
75,0,random,0.32,3.7698,0.406,1,0,0.0486,True
76,1,random,0.32,4.4237,0.4329,0,1,0.0856,True
78,1,random,0.2,0.3055,0.1721,0,1,0.0329,True
80,1,single,0.16,0.3533,0.1344,0,1,0.0345,True
83,1,random,0.32,0.8027,1.1327,0,1,0.1774,True
85,1,single,0.16,3.6686,0.165,0,1,0.0555,True
86,1,random,0.32,2.9887,nan,0,1,0.1074,True
93,0,random,0.2,5.828,0.1592,1,1,0.0365,False
95,1,random,0.2,0.2918,0.1727,0,0,0.0555,False
96,0,random,0.32,5.103,nan,1,1,0.0513,False
97,1,pair,0.16,0.1879,0.1695,0,1,0.0572,True
99,0,random,0.32,2.942,0.3671,1,1,0.0403,False
100,0,single,0.16,2.0485,0.236,1,1,0.04,False
104,1,single,0.16,0.1289,0.201,0,1,0.0323,True
105,1,random,0.2,0.6069,0.5253,0,1,0.0423,True
106,1,random,0.32,3.8485,nan,0,1,0.0896,True
107,1,random,0.32,0.7765,0.2976,0,1,0.0313,True
109,1,random,0.32,1.1796,0.2174,0,1,0.0347,True
111,0,single,0.16,0.2435,0.1514,1,0,0.0526,True
114,1,single,0.16,2.5834,0.1455,0,1,0.045,True
117,1,random,0.32,0.4984,0.3566,0,1,0.0505,True
118,1,random,0.12,1.4179,0.1364,0,1,0.0394,True
119,1,random,0.32,4.1269,0.503,0,1,0.0551,True
121,0,random,0.2,2.3199,0.28,1,0,0.0357,True
123,1,random,0.32,1.0826,0.4054,0,0,0.0459,False
124,1,single,0.16,0.2822,0.132,0,1,0.0473,True
125,0,single,0.16,0.8711,0.254,1,0,0.0613,True
128,1,random,0.32,1.3703,0.5275,0,1,0.0402,True
129,0,single,0.1,0.3352,0.2012,1,0,0.0314,True
132,0,random,0.12,0.5998,0.1335,1,1,0.0491,False
136,0,random,0.2,2.5526,0.297,1,0,0.034,True
138,1,random,0.12,0.141,0.1017,0,1,0.0416,True
139,0,random,0.32,4.2281,0.2761,1,0,0.0383,True
140,1,random,0.32,0.4894,0.2841,0,1,0.1019,True
141,1,random,0.2,7.4087,0.1441,0,0,0.0346,False
143,1,single,0.1,0.371,0.1133,0,1,0.0592,True
145,1,random,0.2,0.334,0.1857,0,1,0.0385,True
148,1,random,0.32,2.1463,0.2427,0,1,0.0507,True
149,0,random,0.32,0.9251,0.4553,1,0,0.0517,True
150,1,random,0.32,0.4147,0.494,0,1,0.05,True
152,0,random,0.32,8.4575,0.408,1,1,0.0662,False
153,1,random,0.32,0.5508,0.3959,0,0,0.0749,False
159,0,pair,0.16,0.7607,0.4251,1,1,0.0429,False
160,1,random,0.12,0.7758,0.2414,0,1,0.0373,True
163,1,random,0.12,0.267,0.1949,0,1,0.0336,True
164,1,random,0.32,1.1986,0.373,0,1,0.0846,True
165,1,random,0.32,1.297,0.2724,0,1,0.0858,True
166,1,random,0.32,0.7198,0.2451,0,1,0.039,True
167,0,random,0.32,3.0646,0.3878,1,1,0.0802,False
169,1,random,0.32,3.2601,0.3241,0,1,0.0432,True
170,0,single,0.16,1.7784,0.1668,1,0,0.0389,True
172,0,random,0.32,0.4467,0.2242,1,1,0.0302,False
173,0,random,0.12,0.1552,0.4614,1,1,0.0605,False
174,1,random,0.32,0.5075,0.3039,0,1,0.0709,True
176,0,single,0.1,0.2006,0.0753,1,1,0.0423,False
177,1,random,0.12,4.623,0.1817,0,0,0.0357,False
186,1,pair,0.06,0.288,0.0916,0,0,0.0332,False
187,1,random,0.12,0.3616,0.1398,0,1,0.0305,True
188,0,random,0.32,0.4162,0.1959,1,1,0.1718,False
189,0,random,0.12,0.2205,0.1384,1,1,0.0657,False
191,0,random,0.32,1.4083,0.4792,1,1,0.0476,False
193,0,single,0.06,0.1378,0.6163,1,1,0.0437,False
195,1,random,0.06,0.1938,0.0579,0,1,0.0315,True
196,1,random,0.2,0.3056,0.196,0,0,0.0414,False
199,1,pair,0.1,0.2347,0.1974,0,1,0.0307,True
200,1,random,0.2,1.4138,0.2156,0,1,0.0606,True
202,1,single,0.16,0.6567,0.2604,0,1,0.0378,True
204,1,random,0.32,0.4396,0.4494,0,1,0.0887,True
205,0,random,0.32,7.0551,0.3823,1,1,0.0708,False
207,1,random,0.32,1.4258,0.4666,0,0,0.0676,False
209,1,random,0.2,4.4315,0.1428,0,0,0.0904,False
212,1,random,0.2,0.7435,0.2119,0,1,0.0497,True
213,1,random,0.32,1.4689,0.1771,0,1,0.1256,True
214,1,random,0.12,2.1325,0.0991,0,1,0.0302,True
215,0,random,0.32,3.5851,0.3098,1,1,0.0349,False
216,1,single,0.16,0.2519,0.2388,0,0,0.0316,False
220,1,random,0.32,3.9227,0.2373,0,1,0.0417,True
222,1,single,0.16,0.7444,0.1784,0,1,0.0373,True
223,1,pair,0.16,0.2429,0.2201,0,1,0.0805,True
231,1,random,0.12,0.2496,0.131,0,1,0.0313,True
232,0,random,0.32,8.0326,0.3532,1,1,0.0598,False
235,0,random,0.2,0.2627,0.2799,1,1,0.0692,False
238,1,random,0.32,0.9953,0.2262,0,1,0.1126,True
239,1,random,0.2,0.2121,0.3335,0,1,0.0304,True
240,1,random,0.12,0.1084,0.1876,0,0,0.0304,False
244,1,random,0.32,6.1775,0.3208,0,0,0.0416,False
245,1,random,0.12,0.4847,0.2209,0,1,0.0383,True
249,1,pair,0.16,0.1452,0.1197,0,1,0.0671,True
251,0,single,0.16,0.2052,0.1465,1,1,0.0868,False
252,1,random,0.32,3.3429,0.2565,0,0,0.0602,False
255,1,single,0.16,2.0128,0.2283,0,1,0.0684,True
256,1,pair,0.16,0.4832,0.4506,0,1,0.0393,True
257,1,random,0.32,9.1201,0.299,0,0,0.0434,False
258,1,single,0.16,1.1185,0.2971,0,0,0.0859,False
262,0,random,0.32,1.2987,0.2995,1,1,0.1414,False
268,1,random,0.32,0.7484,0.4149,0,1,0.0687,True
270,1,random,0.32,4.9624,0.4384,0,1,0.0669,True
271,1,random,0.32,0.769,0.1739,0,1,0.134,True
272,0,random,0.32,2.8763,0.2082,1,1,0.175,False
274,1,single,0.16,1.5875,0.204,0,1,0.0341,True
275,1,random,0.2,5.0811,0.2217,0,0,0.0702,False
276,1,random,0.12,0.1666,0.2774,0,0,0.0444,False
277,0,single,0.1,0.2657,0.1152,1,1,0.0578,False
279,1,random,0.12,0.4781,0.0809,0,1,0.0477,True
280,0,single,0.16,3.1831,0.2379,1,1,0.0316,False
287,1,single,0.16,0.2455,0.1216,0,1,0.0379,True
293,1,pair,0.1,0.1292,0.1388,0,1,0.0499,True
296,1,random,0.32,0.5981,0.1482,0,1,0.0678,True
298,1,pair,0.1,0.1499,0.1172,0,1,0.0345,True
299,1,random,0.2,0.8996,0.2255,0,1,0.0547,True
301,1,single,0.1,0.1901,0.1493,0,1,0.0354,True
304,0,single,0.16,0.5719,0.1667,1,0,0.0306,True
305,1,random,0.32,4.0326,nan,0,1,0.0879,True
307,1,random,0.32,9.732,0.3579,0,1,0.1337,True
308,0,single,0.16,2.5948,0.2432,1,0,0.0454,True
309,1,single,0.1,1.5269,0.3386,0,0,0.0428,False
310,1,random,0.32,1.5854,0.3865,0,1,0.0764,True
311,0,random,0.32,0.292,0.3439,1,1,0.1064,False
312,1,single,0.1,0.1171,0.2244,0,1,0.0453,True
314,0,random,0.32,6.3014,3.5197,1,1,0.116,False
316,1,pair,0.1,0.2158,0.1465,0,1,0.0557,True
322,0,random,0.2,4.7215,0.1342,1,1,0.0629,False
323,0,random,0.2,0.5526,0.279,1,0,0.044,True
325,0,random,0.32,0.6308,0.4414,1,1,0.1495,False
326,0,random,0.32,1.0656,0.2522,1,0,0.0654,True
328,0,random,0.32,6.1167,0.2192,1,1,0.03,False
329,0,single,0.16,5.0051,0.1931,1,1,0.0432,False
331,1,random,0.32,6.816,0.601,0,0,0.0417,False
332,1,single,0.16,2.2288,0.1287,0,1,0.0305,True
336,1,single,0.16,0.852,0.1609,0,1,0.0544,True
339,0,random,0.32,3.2816,0.5265,1,1,0.0489,False
340,0,random,0.32,10.0041,7.0954,1,1,0.0972,False
341,1,random,0.32,1.4684,nan,0,1,0.0959,True
342,1,random,0.2,2.7278,0.1813,0,1,0.0609,True
343,0,random,0.32,0.8799,0.285,1,0,0.1078,True
344,1,random,0.2,0.9959,0.1298,0,1,0.0412,True
345,1,random,0.32,2.5526,0.267,0,1,0.0555,True
346,1,single,0.16,0.1737,0.1408,0,1,0.0361,True
347,1,single,0.1,0.2217,0.0653,0,0,0.0421,False
350,1,single,0.1,0.2413,0.0697,0,0,0.0391,False
351,1,random,0.32,8.7085,0.31,0,1,0.0572,True
354,1,random,0.32,0.3112,0.2257,0,1,0.0526,True
355,1,single,0.16,2.3689,0.2386,0,1,0.0387,True
358,1,single,0.16,0.3238,0.5209,0,1,0.0596,True
359,1,pair,0.16,0.2349,0.3117,0,0,0.0504,False
362,1,random,0.12,0.3088,0.2713,0,0,0.0534,False
365,1,random,0.32,7.7146,0.5924,0,1,0.033,True
366,1,random,0.2,1.8133,0.2782,0,0,0.0422,False
367,0,random,0.32,3.1787,0.4492,1,0,0.0311,True
369,1,random,0.32,0.9179,0.3024,0,1,0.0513,True
372,1,single,0.16,2.9177,0.1727,0,0,0.0693,False
374,1,single,0.16,0.2894,0.1601,0,1,0.0334,True
375,1,single,0.16,0.78,0.2797,0,1,0.0445,True
377,0,single,0.16,0.7945,0.1947,1,1,0.0474,False
379,1,random,0.32,2.8119,0.3493,0,1,0.089,True
382,1,random,0.2,0.3717,0.1879,0,0,0.0715,False
385,1,random,0.32,1.7614,0.4813,0,0,0.0401,False
386,1,pair,0.16,0.1361,0.0939,0,1,0.0407,True
387,0,pair,0.1,0.1458,0.1076,1,0,0.0372,True
389,1,single,0.16,0.2229,0.2118,0,1,0.1074,True
392,1,random,0.12,0.2271,0.2267,0,0,0.0382,False
396,1,random,0.32,0.4249,0.431,0,0,0.1283,False
397,0,random,0.12,0.3629,0.2428,1,1,0.031,False
398,1,random,0.2,0.5662,0.1854,0,1,0.0401,True
399,1,random,0.32,3.9321,0.3067,0,1,0.0654,True
400,1,random,0.2,0.4019,0.1653,0,0,0.0396,False
404,1,random,0.32,3.6222,0.9991,0,1,0.0318,True
407,1,random,0.32,0.4124,0.3338,0,1,0.0374,True
409,0,random,0.32,2.366,0.5187,1,1,0.1533,False
410,1,single,0.16,0.2016,0.2023,0,1,0.0423,True
415,1,random,0.32,1.0874,0.3147,0,1,0.0365,True
416,1,pair,0.16,0.2917,0.2256,0,0,0.0614,False
419,0,random,0.32,0.3601,0.1822,1,1,0.0573,False
420,0,random,0.32,0.6091,0.2944,1,1,0.0499,False
424,1,random,0.32,1.3547,0.511,0,1,0.0979,True
425,0,random,0.32,10.7592,0.3652,1,1,0.0493,False
427,1,random,0.32,7.9879,0.3711,0,0,0.0739,False
428,1,random,0.2,0.3695,0.3703,0,1,0.0693,True
429,1,random,0.12,0.4865,0.1234,0,0,0.0332,False
433,1,random,0.32,1.9605,0.2906,0,1,0.075,True
434,1,random,0.32,5.0163,0.291,0,1,0.047,True
437,1,random,0.32,1.9284,0.7626,0,1,0.0361,True
438,0,random,0.32,1.4899,0.3063,1,1,0.1334,False
440,1,pair,0.16,0.514,0.2193,0,1,0.0423,True
441,1,random,0.32,4.9072,0.3833,0,0,0.0477,False
443,1,random,0.32,2.9616,0.3228,0,1,0.0627,True
448,1,single,0.1,0.1582,0.1506,0,0,0.0335,False
449,1,single,0.1,0.2666,0.1264,0,1,0.0322,True
451,1,single,0.16,3.9221,0.1626,0,1,0.0367,True
452,1,single,0.16,0.2893,0.1549,0,1,0.0559,True
454,1,random,0.32,12.1529,0.2963,0,0,0.0457,False
455,1,single,0.16,0.446,0.3503,0,0,0.0844,False
457,1,single,0.16,0.4795,0.1678,0,1,0.0447,True
459,1,single,0.1,0.1208,0.0737,0,1,0.0398,True
462,1,random,0.32,1.0779,nan,0,0,0.0836,False
465,1,pair,0.1,0.0939,0.1248,0,1,0.0448,True
467,1,random,0.32,1.855,0.311,0,1,0.0531,True
470,1,random,0.32,2.2706,0.3322,0,1,0.0316,True
473,0,single,0.16,0.3344,0.1803,1,1,0.0582,False
475,0,random,0.32,3.9799,0.5182,1,0,0.0706,True
476,1,random,0.32,0.5848,0.4303,0,1,0.1023,True
482,1,random,0.2,0.8047,0.4076,0,1,0.0311,True
483,1,random,0.2,0.4231,0.1575,0,1,0.0394,True
487,1,random,0.32,0.4082,0.3212,0,1,0.1271,True
489,1,random,0.32,3.0839,0.5504,0,1,0.0408,True
494,1,single,0.16,1.6403,0.2259,0,0,0.0495,False
495,1,random,0.32,1.4734,0.2821,0,0,0.0371,False
497,1,random,0.32,0.858,0.366,0,1,0.0502,True
499,0,pair,0.16,0.2757,0.1753,1,1,0.044,False
501,1,random,0.32,1.1155,0.1527,0,1,0.0493,True
502,1,random,0.12,0.2541,0.1642,0,0,0.0399,False
508,0,single,0.1,1.0818,0.1957,1,0,0.0555,True
509,1,random,0.32,0.5177,0.272,0,1,0.0693,True
