scene,orig,fam,input_norm,feat_dist,null_feat_dist,oracle,pred,margin,model_miss
5,1,random,0.2,0.9556,0.4815,0,1,0.044,True
6,1,random,0.12,0.2887,0.0964,0,1,0.0325,True
8,1,random,0.2,0.9142,0.2317,0,1,0.1501,True
10,1,random,0.32,1.3086,0.2594,0,0,0.0683,False
11,1,random,0.2,0.1526,0.3558,0,0,0.0311,False
14,1,random,0.12,0.1942,0.1326,0,1,0.0441,True
16,1,random,0.2,0.1827,0.2396,0,0,0.0789,False
17,1,random,0.2,1.0211,0.211,0,1,0.0308,True
18,1,random,0.12,0.153,0.1646,0,0,0.0396,False
22,1,random,0.32,8.7319,0.3885,0,1,0.06,True
23,1,random,0.32,1.9999,0.8183,0,0,0.0342,False
24,1,single,0.16,0.3071,0.2449,0,1,0.0945,True
26,1,random,0.32,3.8307,0.5625,0,1,0.0859,True
33,1,single,0.16,0.1595,0.1312,0,0,0.0321,False
35,1,single,0.16,0.6007,0.1723,0,1,0.0625,True
37,0,random,0.32,6.9567,0.2876,1,0,0.0381,True
40,1,random,0.2,0.2455,0.1689,0,1,0.0305,True
46,1,random,0.32,0.367,0.2112,0,1,0.1091,True
47,1,random,0.12,0.1189,0.0931,0,1,0.0443,True
49,1,pair,0.16,0.8635,0.1187,0,0,0.0334,False
50,1,random,0.32,5.2944,0.4616,0,0,0.0411,False
52,1,random,0.32,15.6297,0.1626,0,0,0.1218,False
53,1,random,0.32,1.3524,0.3981,0,1,0.036,True
54,1,random,0.32,1.3338,0.1846,0,1,0.0564,True
56,1,random,0.32,0.2359,0.1985,0,1,0.0724,True
57,1,random,0.32,0.3737,nan,0,1,0.0604,True
58,0,random,0.32,0.6418,0.3137,1,1,0.0501,False
61,0,random,0.32,6.2652,0.3059,1,1,0.0587,False
62,1,random,0.32,0.7413,0.2984,0,0,0.0484,False
64,1,random,0.32,2.1758,0.3818,0,1,0.071,True
69,0,random,0.32,7.8748,0.4786,1,1,0.0523,False
70,1,random,0.32,1.0797,0.5537,0,1,0.0561,True
75,0,random,0.32,1.2,1.3022,1,1,0.0486,False
76,1,random,0.32,2.1975,0.207,0,1,0.0856,True
78,1,pair,0.16,0.1541,0.1741,0,1,0.0308,True
80,1,single,0.16,0.1586,0.1339,0,0,0.0345,False
83,1,single,0.1,1.1427,0.1422,0,1,0.0329,True
85,1,random,0.32,2.6735,0.2832,0,0,0.0338,False
86,1,random,0.32,2.5224,nan,0,1,0.1074,True
93,0,random,0.2,6.4132,0.2153,1,1,0.0365,False
95,1,single,0.16,0.5596,0.1406,0,1,0.0345,True
96,0,random,0.32,2.4345,nan,1,1,0.0513,False
97,1,pair,0.16,0.301,0.2275,0,1,0.0572,True
99,0,random,0.32,3.8459,0.3124,1,1,0.0403,False
100,0,single,0.16,0.9988,0.2423,1,1,0.04,False
104,1,random,0.2,0.5844,0.4644,0,1,0.0337,True
105,1,random,0.2,0.6519,0.2727,0,1,0.0423,True
106,1,random,0.32,7.8391,nan,0,1,0.0896,True
107,1,random,0.32,0.8594,0.2213,0,1,0.0313,True
109,1,random,0.32,2.1824,0.163,0,1,0.0347,True
111,0,single,0.16,0.1511,0.3262,1,0,0.0904,True
114,1,random,0.32,1.6409,0.2322,0,1,0.1526,True
117,1,random,0.32,0.8032,0.2858,0,1,0.0505,True
118,1,random,0.12,2.457,0.1128,0,1,0.0363,True
119,1,random,0.32,0.8027,0.4953,0,1,0.0551,True
121,0,random,0.2,0.5665,0.3143,1,0,0.0357,True
123,1,random,0.32,0.4742,0.8309,0,0,0.0459,False
124,1,single,0.16,0.2027,0.203,0,1,0.0473,True
125,0,random,0.32,0.6448,0.2992,1,1,0.1428,False
128,1,random,0.32,1.4602,0.8127,0,1,0.0626,True
129,0,pair,0.16,0.7315,0.2071,1,0,0.0399,True
132,0,random,0.12,0.1762,0.1855,1,1,0.0491,False
136,0,random,0.2,1.6027,0.4669,1,1,0.034,False
138,1,random,0.12,0.1481,0.0618,0,1,0.0523,True
139,0,random,0.32,3.924,0.7254,1,0,0.0383,True
140,1,random,0.32,1.8241,0.2089,0,1,0.1019,True
141,1,random,0.2,5.0271,0.2396,0,0,0.0346,False
143,1,single,0.1,0.3385,0.3135,0,1,0.0592,True
145,1,single,0.16,0.7447,0.1314,0,1,0.0509,True
148,1,random,0.32,1.5862,0.4183,0,1,0.0311,True
149,0,random,0.32,0.7811,0.4666,1,0,0.0517,True
150,1,random,0.32,2.8824,0.6177,0,1,0.0454,True
152,0,random,0.32,6.1718,0.4008,1,1,0.0662,False
153,1,random,0.32,0.3086,0.3648,0,0,0.0749,False
159,0,single,0.16,0.1166,0.1601,1,1,0.0552,False
160,1,random,0.12,0.3562,0.0602,0,1,0.0373,True
163,1,single,0.16,0.2388,0.1288,0,0,0.0305,False
164,1,random,0.32,1.196,0.19,0,1,0.0846,True
165,1,single,0.16,3.3295,0.1237,0,1,0.0711,True
166,1,random,0.32,0.587,0.4152,0,1,0.118,True
167,0,random,0.32,2.726,0.2519,1,1,0.0802,False
169,1,random,0.32,1.1358,0.2513,0,1,0.0428,True
170,0,single,0.16,0.9951,0.3016,1,0,0.0389,True
172,0,random,0.32,1.6802,0.2093,1,1,0.0302,False
173,0,single,0.06,0.0787,0.0917,1,0,0.0346,True
174,1,single,0.16,1.8968,0.1222,0,1,0.0383,True
176,0,single,0.1,0.159,0.1017,1,1,0.0354,False
177,1,random,0.32,2.0844,0.526,0,0,0.0349,False
186,1,pair,0.06,0.108,0.0886,0,0,0.0332,False
187,1,random,0.12,0.1639,0.1039,0,1,0.0575,True
188,0,random,0.32,0.6108,0.2098,1,1,0.1718,False
189,0,random,0.12,0.1668,0.0887,1,1,0.0657,False
191,0,random,0.32,0.456,0.6595,1,1,0.1488,False
193,0,single,0.06,0.465,0.3085,1,1,0.0415,False
195,1,pair,0.1,0.2388,0.1822,0,0,0.0557,False
196,1,single,0.16,0.2322,0.1545,0,1,0.0322,True
199,1,single,0.1,0.1849,0.4221,0,0,0.0315,False
200,1,single,0.1,0.1897,0.1176,0,1,0.0603,True
202,1,random,0.32,0.5088,nan,0,1,0.0565,True
204,1,random,0.32,2.0777,0.1192,0,1,0.0887,True
205,0,random,0.32,6.3349,0.1935,1,1,0.0708,False
207,1,random,0.32,0.5581,0.2674,0,1,0.0676,True
209,1,random,0.2,4.2415,0.1703,0,0,0.0904,False
212,1,random,0.2,0.3196,0.2006,0,1,0.0797,True
213,1,random,0.32,0.9899,0.4329,0,1,0.1256,True
214,1,single,0.16,0.784,0.2635,0,1,0.0314,True
215,0,random,0.32,5.1085,0.2944,1,1,0.0349,False
216,1,single,0.16,0.2707,0.0944,0,1,0.0402,True
220,1,random,0.32,0.7304,0.3414,0,0,0.0417,False
222,1,single,0.16,0.2654,0.199,0,1,0.0373,True
223,1,random,0.12,0.2107,0.1188,0,1,0.0413,True
231,1,single,0.1,0.1515,0.1198,0,1,0.0376,True
232,0,random,0.32,7.925,0.5564,1,1,0.0598,False
235,0,random,0.32,0.8703,0.4441,1,1,0.1015,False
238,1,random,0.32,3.4718,0.5112,0,1,0.1126,True
239,1,random,0.2,0.1465,0.1965,0,1,0.0304,True
240,1,pair,0.1,0.1714,0.1379,0,0,0.0348,False
244,1,random,0.32,5.2103,0.4218,0,0,0.0416,False
245,1,single,0.1,0.2552,0.1206,0,1,0.0567,True
249,1,single,0.1,0.2387,0.164,0,1,0.0494,True
251,0,single,0.1,1.0948,0.092,1,1,0.0311,False
252,1,random,0.32,3.3171,0.4708,0,1,0.0602,True
255,1,single,0.16,1.9507,0.2841,0,1,0.0684,True
256,1,single,0.1,0.6285,0.1705,0,0,0.0302,False
257,1,random,0.32,7.0043,0.2523,0,0,0.0434,False
258,1,random,0.2,0.7578,0.2555,0,1,0.0415,True
262,0,single,0.16,0.5768,0.2002,1,0,0.0862,True
268,1,random,0.2,0.5414,0.1504,0,1,0.06,True
270,1,random,0.32,4.5744,0.3275,0,1,0.0669,True
271,1,random,0.32,0.2777,0.268,0,1,0.134,True
272,0,random,0.32,1.88,0.1277,1,1,0.175,False
274,1,single,0.16,3.4395,0.1328,0,1,0.0341,True
275,1,random,0.2,5.2618,0.342,0,1,0.0702,True
276,1,random,0.2,0.3321,0.635,0,1,0.0328,True
277,0,random,0.12,0.3092,0.1993,1,1,0.1046,False
279,1,single,0.1,0.072,0.072,0,1,0.034,True
280,0,single,0.16,3.1914,0.1624,1,1,0.0316,False
287,1,pair,0.16,0.3268,0.1461,0,1,0.0631,True
293,1,single,0.06,0.3764,0.0628,0,1,0.037,True
296,1,random,0.32,1.715,0.3598,0,1,0.0678,True
298,1,pair,0.1,0.1671,0.097,0,1,0.0345,True
299,1,random,0.2,0.6252,0.2052,0,1,0.0547,True
301,1,single,0.1,1.422,0.088,0,1,0.0354,True
304,0,single,0.16,1.4171,0.1963,1,1,0.0306,False
305,1,random,0.32,1.3151,nan,0,1,0.0879,True
307,1,random,0.32,9.6152,0.3187,0,0,0.1337,False
308,0,pair,0.16,2.4539,0.3275,1,0,0.0383,True
309,1,random,0.32,0.5369,0.5384,0,1,0.0732,True
310,1,random,0.32,0.5464,1.0679,0,1,0.0835,True
311,0,random,0.32,0.6007,0.3658,1,1,0.0942,False
312,1,random,0.2,0.3056,0.3107,0,1,0.0563,True
314,0,random,0.32,3.6072,0.7452,1,1,0.1541,False
316,1,single,0.16,0.9167,0.3062,0,1,0.0516,True
322,0,random,0.2,4.6975,0.0941,1,1,0.0629,False
323,0,single,0.16,0.4133,0.1501,1,0,0.0516,True
325,0,random,0.2,0.8719,0.3317,1,1,0.0995,False
326,0,random,0.2,4.8176,0.242,1,1,0.0901,False
328,0,random,0.32,3.4134,0.1538,1,1,0.03,False
329,0,single,0.16,2.4095,0.1914,1,1,0.0432,False
331,1,random,0.32,5.6007,0.2989,0,0,0.0417,False
332,1,single,0.16,1.5512,0.284,0,1,0.0305,True
336,1,random,0.32,0.4738,0.1788,0,1,0.2354,True
339,0,random,0.32,1.0391,0.1967,1,1,0.0489,False
340,0,random,0.32,7.4217,8.0292,1,1,0.0972,False
341,1,random,0.32,0.4568,nan,0,1,0.0959,True
342,1,random,0.2,0.2599,0.1266,0,1,0.0609,True
343,0,random,0.32,1.1429,0.1719,1,1,0.1078,False
344,1,random,0.2,1.7351,0.1572,0,1,0.0454,True
345,1,random,0.32,2.8438,0.3938,0,1,0.0555,True
346,1,single,0.16,0.971,0.1704,0,1,0.0541,True
347,1,single,0.1,0.2124,0.1163,0,0,0.0665,False
350,1,single,0.1,0.2192,0.1809,0,0,0.0406,False
351,1,random,0.32,7.4961,0.2467,0,1,0.0572,True
354,1,random,0.32,1.0192,0.9294,0,1,0.0302,True
355,1,single,0.16,4.7384,0.1566,0,0,0.0387,False
358,1,pair,0.16,0.1325,0.258,0,1,0.0491,True
359,1,pair,0.16,0.1332,0.1996,0,1,0.0504,True
362,1,single,0.16,0.2579,0.1962,0,0,0.0723,False
365,1,random,0.32,0.9273,0.245,0,1,0.1717,True
366,1,random,0.32,2.0133,0.2332,0,0,0.0998,False
367,0,random,0.32,1.7529,0.2449,1,0,0.0311,True
369,1,random,0.32,0.4885,0.4007,0,1,0.0313,True
372,1,pair,0.16,3.6149,0.2016,0,1,0.0432,True
374,1,pair,0.16,0.7789,0.2211,0,1,0.0342,True
375,1,random,0.32,0.4312,0.3899,0,0,0.0987,False
377,0,single,0.16,0.2838,0.174,1,1,0.0474,False
379,1,random,0.32,1.9212,0.3079,0,1,0.089,True
382,1,random,0.32,0.6079,0.3695,0,1,0.0373,True
385,1,random,0.32,1.9501,0.242,0,0,0.0401,False
386,1,pair,0.16,0.1777,0.1217,0,1,0.0407,True
387,0,pair,0.1,0.1997,0.0817,1,1,0.0372,False
389,1,single,0.16,0.2275,0.1537,0,0,0.0359,False
392,1,pair,0.1,0.466,0.1248,0,0,0.0346,False
396,1,random,0.32,0.5286,0.4953,0,1,0.1283,True
397,0,random,0.12,0.3773,0.145,1,1,0.0378,False
398,1,random,0.32,0.3751,0.3328,0,1,0.0437,True
399,1,single,0.16,1.6572,0.4155,0,1,0.032,True
400,1,single,0.16,1.1912,0.1827,0,0,0.0353,False
404,1,random,0.32,0.5587,0.3984,0,1,0.0318,True
407,1,single,0.16,1.4368,0.2132,0,1,0.0333,True
409,0,random,0.32,0.6154,0.2343,1,1,0.0989,False
410,1,pair,0.1,0.1345,0.0855,0,1,0.0336,True
415,1,single,0.16,0.8059,0.0864,0,1,0.0458,True
416,1,single,0.16,0.1665,0.1968,0,1,0.0399,True
419,0,random,0.32,0.5096,0.1849,1,0,0.0573,True
420,0,random,0.32,2.7888,0.416,1,1,0.0499,False
424,1,random,0.32,4.5083,0.3187,0,1,0.0979,True
425,0,random,0.32,10.4932,0.4413,1,1,0.0493,False
427,1,random,0.32,5.0284,0.2051,0,0,0.0739,False
428,1,single,0.16,0.2815,0.1407,0,1,0.0308,True
429,1,random,0.12,0.8883,0.0943,0,0,0.0332,False
433,1,random,0.32,1.2894,0.3176,0,1,0.075,True
434,1,random,0.32,4.2089,0.3552,0,1,0.047,True
437,1,random,0.32,1.59,0.8841,0,1,0.0378,True
438,0,random,0.32,2.9808,0.2615,1,1,0.1294,False
440,1,single,0.16,0.6319,0.1419,0,1,0.0441,True
441,1,random,0.32,1.0458,0.2662,0,0,0.0477,False
443,1,random,0.32,3.6276,0.207,0,0,0.0627,False
448,1,random,0.2,0.3329,0.2122,0,0,0.0445,False
449,1,single,0.1,0.1194,0.127,0,1,0.0322,True
451,1,single,0.16,1.8599,0.1919,0,1,0.0369,True
452,1,pair,0.16,0.6147,0.1919,0,1,0.0318,True
454,1,random,0.32,9.4479,0.4218,0,0,0.0471,False
455,1,single,0.16,0.5793,0.113,0,0,0.0441,False
457,1,random,0.12,0.4477,0.0824,0,1,0.0503,True
459,1,single,0.1,0.2335,0.1517,0,1,0.0398,True
462,1,random,0.2,0.2704,0.1856,0,1,0.0467,True
465,1,single,0.16,0.3858,0.1374,0,1,0.0517,True
467,1,random,0.32,0.4408,0.3416,0,1,0.0531,True
470,1,random,0.32,0.3326,0.3005,0,1,0.0316,True
473,0,single,0.16,0.1559,0.1619,1,1,0.0487,False
475,0,random,0.32,4.3668,0.6497,1,0,0.0706,True
476,1,random,0.32,0.6814,0.4403,0,1,0.1023,True
