scene,orig,fam,input_norm,feat_dist,null_feat_dist,oracle,pred,margin,model_miss
5,1,random,0.32,0.5174,0.4046,0,1,0.0356,True
6,1,single,0.16,0.4259,0.2256,0,1,0.036,True
8,1,random,0.2,0.4503,0.2167,0,1,0.0354,True
10,1,random,0.32,3.8259,0.364,0,0,0.0683,False
11,1,single,0.16,0.2674,0.263,0,0,0.0465,False
14,1,pair,0.1,0.1323,0.1557,0,1,0.0501,True
16,1,single,0.16,0.3924,0.2522,0,0,0.0448,False
17,1,random,0.2,1.4875,0.2457,0,1,0.0308,True
18,1,random,0.12,1.233,0.3221,0,1,0.0396,True
22,1,random,0.32,6.7649,0.526,0,1,0.06,True
23,1,random,0.32,1.6452,0.4092,0,0,0.0342,False
24,1,single,0.1,0.2177,0.1619,0,1,0.0373,True
26,1,random,0.32,4.1763,0.5357,0,1,0.1576,True
33,1,random,0.32,1.1816,0.5735,0,0,0.0446,False
35,1,random,0.32,0.6733,0.4027,0,1,0.0344,True
37,0,random,0.32,8.4713,0.2137,1,0,0.0381,True
40,1,random,0.12,0.8143,0.2511,0,1,0.0659,True
46,1,random,0.12,0.241,0.127,0,1,0.0496,True
47,1,single,0.1,0.206,0.1443,0,1,0.0302,True
49,1,single,0.16,0.2599,0.1916,0,1,0.0331,True
50,1,random,0.32,0.4702,0.4417,0,0,0.0411,False
52,1,random,0.32,13.621,0.3839,0,0,0.1218,False
53,1,random,0.2,0.4232,0.3732,0,1,0.031,True
54,1,random,0.32,5.3348,0.363,0,1,0.0564,True
56,1,random,0.32,1.1802,0.5406,0,1,0.0724,True
57,1,random,0.32,0.3605,0.3233,0,1,0.0841,True
58,0,single,0.16,0.613,0.2789,1,1,0.0601,False
61,0,random,0.32,4.8238,0.946,1,1,0.0587,False
62,1,random,0.32,0.7348,0.5517,0,0,0.0484,False
64,1,random,0.32,3.2641,0.3474,0,1,0.071,True
69,0,random,0.32,12.6108,3.2949,1,1,0.0523,False
70,1,random,0.32,1.391,0.3556,0,0,0.0561,False
75,0,random,0.32,1.482,0.835,1,0,0.0486,True
76,1,random,0.32,0.6895,0.3971,0,1,0.0856,True
78,1,pair,0.16,0.525,0.1713,0,1,0.0308,True
80,1,single,0.16,0.606,0.1789,0,0,0.0469,False
83,1,random,0.2,0.2225,0.3741,0,1,0.0676,True
85,1,random,0.32,4.1659,0.5749,0,0,0.0338,False
86,1,random,0.32,0.7286,nan,0,1,0.1074,True
93,0,random,0.2,10.4416,0.2421,1,1,0.0365,False
95,1,single,0.16,0.3129,0.2547,0,0,0.0316,False
96,0,random,0.32,12.7547,nan,1,1,0.0513,False
97,1,random,0.2,0.6753,0.2966,0,1,0.034,True
99,0,random,0.32,2.1819,0.2583,1,1,0.0403,False
100,0,random,0.2,1.1857,0.3229,1,1,0.0973,False
104,1,single,0.16,1.1019,0.2238,0,1,0.0336,True
105,1,random,0.2,0.5563,0.3078,0,1,0.0423,True
106,1,random,0.32,7.5769,nan,0,1,0.0896,True
107,1,random,0.32,0.9541,0.6564,0,1,0.1561,True
109,1,random,0.32,4.4896,0.4689,0,1,0.0347,True
111,0,single,0.16,0.264,0.2705,1,0,0.0526,True
114,1,single,0.16,2.9225,0.1675,0,1,0.045,True
117,1,random,0.32,0.3987,0.5566,0,1,0.0505,True
118,1,random,0.32,1.415,0.6015,0,1,0.047,True
119,1,random,0.32,2.4709,0.5441,0,1,0.0551,True
121,0,random,0.2,2.9251,0.2657,1,0,0.0357,True
123,1,single,0.1,3.9266,0.1526,0,0,0.0388,False
124,1,single,0.16,0.3252,0.165,0,1,0.0473,True
125,0,random,0.32,0.3443,1.1976,1,0,0.2328,True
128,1,random,0.32,0.2756,0.3998,0,1,0.0558,True
129,0,single,0.1,0.2546,0.1874,1,0,0.0314,True
132,0,single,0.16,0.4372,0.2195,1,1,0.0817,False
136,0,random,0.2,1.0286,0.2998,1,0,0.034,True
138,1,random,0.2,0.3932,0.1689,0,1,0.0397,True
139,0,random,0.32,5.756,1.7689,1,0,0.0383,True
140,1,random,0.32,0.7353,0.3324,0,1,0.1019,True
141,1,random,0.2,8.8795,0.1985,0,0,0.0346,False
143,1,single,0.06,0.1198,0.0596,0,0,0.0315,False
145,1,random,0.32,0.5152,0.5359,0,1,0.0607,True
148,1,random,0.32,5.4084,0.3414,0,1,0.0311,True
149,0,random,0.32,2.1451,0.3115,1,0,0.0384,True
150,1,random,0.32,1.3259,0.2961,0,1,0.05,True
152,0,random,0.32,10.0088,0.2673,1,1,0.0662,False
153,1,single,0.16,0.3673,0.2564,0,0,0.0868,False
159,0,pair,0.16,0.2628,0.2311,1,1,0.0723,False
160,1,random,0.12,0.2735,0.1029,0,1,0.0373,True
163,1,single,0.16,1.1666,0.219,0,0,0.0305,False
164,1,random,0.32,0.7144,0.3697,0,1,0.0846,True
165,1,random,0.32,0.4053,0.5149,0,1,0.0858,True
166,1,random,0.32,0.5213,0.4703,0,1,0.039,True
167,0,random,0.32,2.2498,0.5699,1,1,0.0802,False
169,1,random,0.32,0.4845,0.4169,0,1,0.0432,True
170,0,single,0.16,2.8698,0.3212,1,0,0.0389,True
172,0,random,0.32,0.5282,0.7909,1,0,0.0302,True
173,0,pair,0.1,0.135,0.1411,1,1,0.048,False
174,1,single,0.16,0.2912,0.2797,0,1,0.0383,True
176,0,single,0.1,0.529,0.1809,1,1,0.0423,False
177,1,random,0.32,3.8305,0.544,0,0,0.0389,False
